Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Quarterly Revenue Growth,Gross Profit,EBITDA,Net Income Avi to Common,Diluted EPS,Quarterly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short,Short Ratio,Short % of Float,Shares Short (prior month
0,0,ORLY,0,0,0,0,28670000000.0,34840000000.0,21.71,23.31,1.62,2.91,263.44,3.41,15.97,13.41,18.61,11.23,569.53,10220000000.0,134.21,2.7,5390000000.0,2180000000.0,1370000000.0,17.82,-6.5,287070000.0,3.87,6450000000.0,5926.07,0.91,1.47,1730000000.0,753030000.0,1.05,351.02,398.65,1020000.0,74230000.0,72930000.0,1.65,88.04,1380000.0,1.59,1.9,1240000.0
0,0,OXY,0,0,0,0,12720000000.0,60210000000.0,N/A,43.29,N/A,0.52,0.59,2.64,10.37,-14.52,8.81,1.72,-12.0,22800000000.0,26.93,60.1,12060000000.0,10120000000.0,-3830000000.0,-4.55,N/A,2020000000.0,2.25,41790000000.0,133.53,1.18,23.92,7770000000.0,-661500000.0,2.02,13.59,31.23,42870000.0,916780000.0,897620000.0,0.17,84.51,70020000.0,1.29,8.48,77060000.0
0,0,P,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,PAYX,0,0,0,0,24420000000.0,24520000000.0,22.17,23.31,3.77,5.99,8.85,5.97,14.35,26.98,36.06,9.33,41.35,4110000000.0000005,11.44,6.8,2590000000.0,1690000000.0,1110000000.0,3.07,9.2,853800000.0,2.38,990600000.0,35.89,1.18,7.69,1300000000.0,1080000000.0,0.94,64.87,78.61,3160000.0,358720000.0,320230000.0,10.76,70.51,11500000.0,3.65,3.59,6940000.0
0,0,PBCT,0,0,0,0,5110000000.0,N/A,9.5,10.67,N/A,2.56,0.68,N/A,N/A,28.56,43.15,0.99,7.47,1880000000.0,4.61,15.6,1810000000.0,N/A,521900000.0,1.27,13.8,507600000.0,1.2,6920000000.0,N/A,N/A,17.67,N/A,N/A,1.28,11.41,14.75,5260000.0,423510000.0,420080000.0,0.65,81.01,18450000.0,4.08,5.77,17740000.0
0,0,PBI,0,0,0,0,438470000.0,2550000000.0,9.61,3.91,N/A,0.14,14.9,0.79,38.89,-0.35,6.56,2.46,-303.76,3210000000.0,18.59,0.1,1280000000.0,373430000.0,-175860000.0,-0.066,N/A,730250000.0,4.23,2840000000.0,9640.25,1.3,0.17,116190000.0,105540000.0,2.7,2.3306,3.6143,3270000.0,172630000.0,171210000.0,0.66,80.82,30540000.0,9.98,23.78,33350000.0
0,0,PCAR,0,0,0,0,24070000000.0,30790000000.0,11.43,21.46,N/A,1.0,2.5,1.27,8.3,8.73,11.01,6.25,22.6,24270000000.0,69.99,-20.4,3860000000.0,3140000000.0,2120000000.0,6.09,-42.9,4330000000.0,12.52,11190000000.0,116.13,5.05,27.88,2920000000.0,66500000.0,1.14,65.07,72.95,2470000.0,345730000.0,339270000.0,2.01,65.42,4560000.0,1.93,1.34,4540000.0
0,0,PCG,0,0,0,0,6140000000.0,8390000000.000001,N/A,3.65,1.67,0.37,1.11,0.48,-1.32,-42.59,10.9,1.4,-78.58,17420000000.0,32.95,7.4,4580000000.0,5190000000.0,-7420000000.0,-14.03,172.8,1960000000.0,3.7,27510000000.0,477.64,1.12,10.4,4179999999.9999995,-2970000000.0,1.11,10.34,11.11,11050000.0,529789999.99999994,498040000.0,0.15,83.61,20790000.0,2.19,4.17,28660000.0
0,0,PCL,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,PCLN,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,PCP,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,PDCO,0,0,0,0,1560000000.0,2220000000.0,32.48,10.1,2.43,0.27,1.06,0.39,10.8,0.85,2.21,2.28,3.2,5640000000.0,60.14,4.3,1190000000.0,207090000.0,48130000.0,0.5,-25.6,106170000.0,1.13,775140000.0,52.66,1.41,15.59,-197140000.0,275310000.0,1.49,15.77,19.71,1550000.0,95810000.0,84240000.0,11.91,94.2,10930000.0,7.47,18.06,10010000.0
0,0,PEG,0,0,0,0,24180000000.0,40410000000.0,16.9,14.24,3.25,2.45,1.59,4.09,11.17,14.59,26.1,3.42,9.59,9880000000.0,19.6,-6.7,3610000000.0,4010000000.0,1440000000.0,2.83,-36.0,799000000.0,1.58,17040000000.0,111.76,0.72,30.26,3310000000.0,-425880000.0,0.61,48.39,55.22,3860000.0,505620000.0,505010000.0,0.06,72.25,5510000.0,1.62,1.09,4760000.0
0,0,PEP,0,0,0,0,186240000000.0,216240000000.0,26.01,23.64,3.63,2.76,13.83,3.17,16.84,10.62,15.63,8.3,52.28,68160000000.0,48.86,7.7,37180000000.0,12540000000.0,7240000000.0,5.16,-5.3,11250000000.0,8.11,41240000000.0,304.17,1.1,9.69,9240000000.0,4650000000.0,0.61,128.93,134.66,7010000.0,1390000000.0,1380000000.0,0.14,73.53,10540000.0,1.87,0.76,10500000.0
0,0,PETM,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,PETS,0,0,0,0,757250000.0,653490000.0,29.11,27.1,N/A,2.65,5.82,2.3,19.66,9.1,10.9,12.5,19.53,284120000.0,14.18,15.1,81250000.0,33229999.999999996,25850000.0,1.29,5.8,103760000.0,5.19,N/A,N/A,5.3,6.51,38840000.0,28490000.0,0.75,32.66,26.79,20170000.0,20170000.0,17630000.0,3.63,90.13,4200000.0,7.22,25.77,4400000.0
0,0,PFE,0,0,0,0,205040000000.0,247380000000.0,13.2,13.05,2.38,4.12,3.25,4.88,10.68,31.17,29.36,5.78,25.41,50660000000.0,9.13,-8.3,41740000000.0,20530000000.0,15780000000.0,2.8,-12.4,10360000000.0,1.87,52290000000.0,80.03,1.02,11.71,14020000000.0,19440000000.0,0.71,35.2,36.74,32890000.0,5550000000.0,5550000000.0,0.04,72.56,48960000.0,2.0,0.88,46450000.0
0,0,PFG,0,0,0,0,9940000000.0,10230000000.0,8.12,7.94,N/A,0.6,0.77,0.6,N/A,7.36,8.78,0.37,9.63,17030000000.000002,61.33,21.6,6200000000.0,1730000000.0,1250000000.0,4.47,-32.8,4490000000.0,16.39,3850000000.0,29.12,2.82,47.21,5910000000.0,1290000000.0,1.62,31.56,46.55,2260000.0,273870000.0,272690000.0,0.33,74.51,3410000.0,1.5,1.42,3560000.0
0,0,PG,0,0,0,0,287050000000.0,308570000000.0,63.02,22.12,2.95,4.19,6.43,4.39,28.71,7.09,22.51,8.24,10.01,70350000000.0,28.2,4.6,33439999999.999996,18850000000.0,4730000000.0,1.86,6.3,15390000000.0,6.22,36900000000.0,80.32,0.82,18.03,16750000000.0,11200000000.0,0.42,114.86,120.37,12010000.0,2470000000.0,2450000000.0,0.11,65.03,17160000.0,1.4,0.7,20150000.0
0,0,PGR,0,0,0,0,43860000000.0,49370000000.0,12.36,13.83,6.28,1.13,3.16,1.27,N/A,9.19,11.94,5.54,26.72,39020000000.0,66.81,0.3,5530000000.0,4970000000.0,3560000000.0,6.06,-35.8,2890000000.0,4.94,5580000000.0,38.27,0.41,23.68,6020000000.0,5390000000.0,0.52,77.08,75.48,4099999.9999999995,585300000.0,583140000.0,0.29,82.12,4810000.0,1.31,0.82,4930000.0
0,0,PH,0,0,0,0,20640000000.0,28990000000.0,15.78,17.61,2.24,1.47,3.28,2.04,11.9,9.31,14.49,7.19,21.5,14220000000.0,110.69,0.4,3630000000.0,2560000000.0,1320000000.0,10.21,-10.7,790150000.0,6.16,9270000000.0,146.99,1.49,49.1,1930000000.0,1300000000.0,1.65,136.81,179.11,1710000.0,128220000.0,127440000.0,0.35,83.66,1960000.0,1.19,1.53,1810000.0
0,0,PHM,0,0,0,0,7560000000.0,9100000000.0,7.4,12.84,N/A,0.73,1.37,0.87,6.3,10.02,13.55,8.23,20.14,10510000000.0,38.56,14.9,2410000000.0,1480000000.0,1040000000.0,3.82,22.2,1830000000.0,6.83,3820000000.0,69.13,3.9,20.62,1120000000.0,607780000.0,1.27,25.0,36.16,5220000.0,268149999.99999997,260990000.0,3.17,94.59,7760000.0,1.47,3.29,6550000.0
0,0,PKI,0,0,0,0,10320000000.0,12330000000.0,45.92,22.73,2.18,3.58,3.74,4.27,23.67,7.82,13.91,4.03,8.37,2890000000.0,26.03,0.6,1420000000.0,626040000.0,226020000.0,2.02,-4.9,195150000.0,1.75,2200000000.0,79.72,1.84,24.72,428840000.0,388510000.0,1.34,81.92,88.74,1020000.0,111300000.0,104910000.0,0.81,99.0,2520000.0,2.61,4.62,3370000.0
0,0,PLD,0,0,0,0,65050000000.0,80480000000.0,33.74,70.92,6.83,16.74,2.02,22.76,23.78,45.51,34.75,1.75,5.91,3770000000.0,5.82,28.7,2610000000.0,2510000000.0,1710000000.0,2.62,40.9,807980000.0,1.09,16170000000.000002,43.98,3.03,43.58,2450000000.0,1090000000.0,0.98,84.16,87.74,4900000.0,738580000.0,736190000.0,0.52,88.99,7240000.0,1.56,1.11,8000000.0
0,0,PLL,0,0,0,0,56570000.0,46240000.0,N/A,N/A,N/A,N/A,3.81,N/A,-4.77,0.0,0.0,-43.09,-74.15,N/A,N/A,N/A,N/A,-9620000.0,-9380000.0,-1.3,N/A,11390000.0,1.38,1060000.0,6.99,12.97,1.9,-9600000.0,-8850000.0,1.26,5.46,7.25,8240000.0,8240000.0,7390000.0,0.0,0.1,0.62,0.62,N/A,N/A
0,0,PM,0,0,0,0,110990000000.0,135620000000.0,14.52,14.31,2.13,3.67,N/A,4.49,10.96,25.35,38.34,19.17,N/A,30210000000.0,19.42,6.0,19290000000.0,12550000000.0,7640000000.0,4.91,34.9,3750000000.0,2.41,28370000000.0,N/A,1.02,-8.31,9960000000.0,8790000000.0,0.81,72.83,81.12,7080000.0,1560000000.0,1550000000.0,0.22,75.22,10500000.0,1.67,0.68,8400000.0
0,0,PNC,0,0,0,0,44560000000.0,N/A,9.79,15.97,4.56,2.57,0.9,N/A,N/A,30.29,36.36,1.21,10.35,16559999999.999998,37.59,-12.1,17050000000.0,N/A,4760000000.0,10.75,-28.0,17220000000.0,40.58,74880000000.0,N/A,N/A,106.77,5270000000.0,N/A,1.26,98.48,133.73,3160000.0,424260000.0,421320000.0,0.23,84.49,5380000.0,1.74,1.27,5140000.0
0,0,PNR,0,0,0,0,5820000000.0,7180000000.0,15.6,16.67,1.96,2.0,3.07,2.41,13.16,12.66,15.67,6.62,20.3,2980000000.0,17.68,3.1,1050000000.0,545600000.0,382000000.0,2.23,41.7,169300000.0,1.02,1530000000.0,81.03,1.96,11.42,446900000.0,294860000.0,1.26,31.33,39.83,1490000.0,165720000.0,164570000.0,0.25,90.89,1880000.0,1.22,1.29,3010000.0
0,0,PNW,0,0,0,0,8310000000.000001,14110000000.0,15.49,15.34,2.61,2.4,1.53,4.16,9.95,16.22,20.16,2.35,10.38,3390000000.0,30.16,-10.6,1490000000.0,1350000000.0,550400000.0,4.88,67.4,63140000.0,0.56,6110000000.0,109.17,0.47,48.62,966920000.0,-390070000.0,N/A,75.67,86.89,1230000.0,112490000.0,112190000.0,0.43,87.19,1850000.0,1.8,2.18,2420000.0
0,0,POM,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,PPG,0,0,0,0,21320000000.0,26380000000.0,18.33,19.23,10.18,1.44,4.51,1.77,11.91,7.88,11.91,6.26,24.37,14900000000.0,62.9,-6.8,6530000000.0,2300000000.0,1170000000.0,4.93,-22.1,1940000000.0,8.23,7000000000.0,144.72,1.36,20.02,1990000000.0,1430000000.0,1.24,88.64,113.07,2260000.0,235920000.0,235480000.0,0.42,78.9,2770000.0,1.41,1.18,3140000.0
0,0,PPL,0,0,0,0,20060000000.0,42290000000.0,11.02,10.72,N/A,2.48,1.54,5.46,9.27,23.68,41.28,4.4,14.43,7740000000.0,10.46,-1.2,4360000000.0,4500000000.0,1830000000.0,2.45,18.9,915000000.0,1.19,23540000000.0,177.75,0.56,17.24,2640000000.0,-548500000.0,N/A,24.71,31.44,6910000.0,768760000.0,767230000.0,0.2,58.74,8070000.0,1.49,1.05,7660000.0
0,0,PRGO,0,0,0,0,7040000000.0,10050000000.0,48.31,13.09,N/A,1.46,1.21,2.08,12.38,3.77,9.48,2.63,3.28,5000000000.0,36.77,14.2,1770000000.0,867200000.0,188600000.0,1.37,66.5,514100000.0,3.77,3600000000.0,62.18,1.86,42.45,465100000.0,-42690000.0,1.2,49.63,52.38,1420000.0,136310000.0,135980000.0,0.41,86.44,3160000.0,2.47,3.33,3970000.0
0,0,PRU,0,0,0,0,22340000000.0,28580000000.0,7.87,5.3,0.96,0.37,0.37,0.46,N/A,4.7,5.7,0.26,5.21,63410000000.0,157.83,-22.3,18400000000.0,4170000000.0,2940000000.0,7.26,N/A,43230000000.0,109.77,37890000000.0,62.04,1.68,153.5,N/A,N/A,1.72,54.46,79.16,4090000.0,393800000.0,392730000.0,0.2,67.48,9840000.0,2.69,2.49,7330000.0
0,0,PSA,0,0,0,0,32080000000.0,37860000000.0,24.97,23.31,6.14,11.15,6.48,13.17,18.0,51.54,52.13,8.47,16.83,2950000000.0,16.92,4.7,2120000000.0,2060000000.0,1280000000.0,7.35,-0.1,718430000.0,4.11,2440000000.0,27.01,2.07,28.36,2060000000.0,1480000000.0,0.12,190.27,209.34,1390000.0,174790000.0,151490000.0,13.27,80.7,4540000.0,3.88,3.47,4200000.0
0,0,PSX,0,0,0,0,32009999999.999996,43750000000.0,109.42,29.67,4.27,0.31,1.5,0.42,13.84,0.36,3.46,4.08,2.7,105070000000.0,234.89,-9.6,11760000000.0,4980000000.0,370000000.0,0.83,N/A,1220000000.0,2.8,12960000000.0,54.84,1.11,48.94,5500000000.0,335750000.0,1.6,60.69,89.11,5040000.0,436680000.0,435530000.0,0.35,71.91,5950000.0,1.39,1.37,6070000.0
0,0,PVTB,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,PWR,0,0,0,0,4730000000.0,6310000000.0,15.83,9.88,N/A,0.42,1.25,0.52,10.53,2.65,4.53,4.3,8.7,12070000000.0,82.92,-1.5,1600000000.0,831620000.0,320240000.0,2.17,-67.9,377200000.0,2.61,1950000000.0,51.51,1.78,26.24,N/A,N/A,1.15,32.78,37.95,1920000.0,137650000.0,142840000.0,0.92,100.96,7500000.0,4.75,6.19,6540000.0
0,0,PX,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,PXD,0,0,0,0,14350000000.0,16430000000.0,20.82,47.39,3.84,1.53,1.17,1.74,6.0,7.36,23.1,7.29,5.69,9440000000.0,56.79,-10.4,4030000000.0000005,3920000000.0,693000000.0,4.16,-17.4,826000000.0,4.98,2910000000.0,23.85,1.0,73.56,3340000000.0,-1100000000.0,1.79,77.34,116.38,3060000.0,164860000.0,164470000.0,0.93,93.58,5260000.0,1.72,3.21,5500000.0
0,0,QCOM,0,0,0,0,90620000000.0,96630000000.0,23.83,22.94,1.11,3.87,29.76,3.91,10.0,16.36,33.54,15.73,117.15,24740000000.0,21.07,4.7,15670000000.0,9690000000.0,4050000000.0,3.41,-29.4,9950000000.0,8.84,16469999999.999998,540.85,1.57,2.7,8340000000.0,4440000000.0,1.38,73.09,82.0,11820000.0,1120000000.0,1120000000.0,0.12,79.91,12050000.0,1.16,1.07,14270000.0
0,0,QDEL,0,0,0,0,5980000000.0,6040000000.0,82.26,N/A,N/A,11.47,10.68,11.28,41.99,15.73,22.33,8.37,16.57,561570000.0,13.55,18.0,320810000.0,176920000.0,88310000.0,2.07,62.0,108770000.0,2.59,110870000.0,18.32,2.1,14.41,162770000.0,103770000.0,1.06,115.92,84.59,1190000.0,42000000.0,38110000.0,11.89,91.59,2780000.0,3.88,10.8,1990000.0
0,0,QEP,0,0,0,0,202250000.0,2109999999.9999998,0.52,5.43,N/A,0.17,0.07,1.83,1.75,33.59,54.57,6.91,13.66,1150000000.0,4.83,-19.5,874100000.0,1190000000.0,386800000.0,1.624,N/A,70300000.0,0.29,1980000000.0,65.43,1.08,12.49,640500000.0,-199100000.0,4.89,0.4997,2.4413,12120000.0,242180000.0,237320000.0,1.92,107.02,18260000.0,1.23,10.34,13970000.0
0,0,R,0,0,0,0,1780000000.0,9790000000.0,N/A,N/A,N/A,0.19,0.79,1.1,4.52,-2.01,4.62,1.82,-7.41,8910000000.0,170.26,-0.9,1590000000.0,2240000000.0,-178680000.0,-3.44,N/A,397240000.0,7.39,8400000000.0,374.64,0.85,41.74,2100000000.0,-982530000.0,2.06,29.08,43.12,1320000.0,53740000.0,53240000.0,0.66,89.18,3780000.0,2.7,7.88,3330000.0
0,0,RAI,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,RDC,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,RF,0,0,0,0,9450000000.0,N/A,7.76,12.95,1.8,1.67,0.59,N/A,N/A,25.99,33.44,1.03,8.22,5190000000.0,5.3,-23.6,5520000000.0,N/A,1260000000.0,1.27,-58.9,4019999999.9999995,4.19,13800000000.0,N/A,N/A,16.73,2790000000.0,N/A,1.7,9.59,14.08,14940000.0,959680000.0,955970000.0,0.42,77.07,18530000.0,1.35,2.22,15900000.0
0,0,RHI,0,0,0,0,5180000000.0,5200000000.0,12.01,18.48,N/A,0.85,4.58,0.85,7.75,7.11,9.9,16.89,39.38,6110000000.0,53.3,2.6,2530000000.0,671190000.0,434550000.0,3.76,-18.1,249910000.0,2.21,276290000.0,24.45,1.76,10.02,517480000.0,358630000.0,1.58,42.09,53.61,1650000.0,114600000.0,109420000.0,2.96,99.36,8450000.0,4.11,8.7,7060000.0
0,0,RHT,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,RL,0,0,0,0,5180000000.0,6090000000.0,8.21,13.37,3.82,0.86,1.66,0.95,6.5,10.4,11.42,6.74,20.55,6390000000.0,82.84,1.4,3890000000.0,996500000.0,664900000.0,8.48,178.4,1910000000.0,25.88,2820000000.0,90.56,1.94,42.29,848700000.0,562340000.0,1.29,71.17,99.85,1470000.0,48860000.0,43990000.0,1.02,103.37,5860000.0,4.28,13.24,4370000.0
0,0,ROK,0,0,0,0,22120000000.0,23880000000.0,31.31,26.32,3.31,3.31,35.64,3.53,20.82,10.54,19.52,12.77,62.86,6760000000.0,58.08,1.5,2900000000.0,1470000000.0,711700000.0,6.08,-61.8,642400000.0,5.55,2390000000.0,255.21,1.57,5.36,1270000000.0,833000000.0,1.47,167.73,185.66,1280000.0,115820000.0,114960000.0,0.67,78.99,3340000.0,2.94,2.89,2850000.0
0,0,ROP,0,0,0,0,38010000000.0,42290000000.0,23.39,28.99,2.64,7.06,3.96,7.79,15.45,30.18,27.65,5.59,18.49,5430000000.0,52.18,4.9,3430000000.0,1940000000.0,1640000000.0,15.57,-35.0,999800000.0,9.58,5280000000.0,55.01,0.96,91.87,1540000000.0,1620000000.0,1.02,318.6,346.14,104400000.0,104400000.0,102730000.0,1.92,96.24,1970000.0,3.1,2.24,1780000.0
0,0,ROST,0,0,0,0,31930000000.0,34070000000.0,19.53,30.96,4.65,2.02,9.51,2.12,13.49,10.35,13.38,17.4,49.84,16040000000.0,44.74,7.5,5320000000.0,2500000000.0,1660000000.0,4.6,3.3,1350000000.0,3.8,3490000000.0,103.83,1.27,9.79,2170000000.0,1260000000.0,0.81,85.89,105.05,3670000.0,355390000.0,348360000.0,2.14,90.69,4090000.0,1.12,1.17,4580000.0
0,0,RRC,0,0,0,0,1460000000.0,4690000000.0,N/A,N/A,N/A,0.63,0.59,2.08,-30.73,-69.84,-84.96,-14.74,-48.12,2250000000.0,9.1,-43.1,891800000.0,1000000000.0,-1570000000.0,-6.36,10116.7,0,0,3220000000.0,130.28,0.95,10.58,545650000.0,698490000.0,2.7,4.33,3.86,14500000.0,255680000.0,217780000.0,1.99,115.56,64450000.0,5.08,38.48,80670000.0
0,0,RSG,0,0,0,0,25850000000.0,34780000000.0,24.03,25.32,1.67,2.51,3.18,3.35,12.27,10.45,17.18,4.99,13.54,10380000000.0,32.41,3.4,4080000000.0,2890000000.0,1090000000.0,3.38,5.2,306600000.0,0.96,9360000000.0,115.25,0.89,25.52,2370000000.0,820210000.0,0.62,76.93,86.96,1710000.0,318100000.0,208840000.0,0.17,94.47,2500000.0,1.6,1.2,2960000.0
0,0,RSH,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,RTN,0,0,0,0,32570000000.0,33740000000.000004,9.81,9.02,1.22,1.12,2.66,1.16,7.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7760000000.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,133.65,204.31,4190000.0000000005,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,S,0,0,0,0,35440000000.0,76870000000.0,N/A,166.67,N/A,1.09,1.38,2.37,9.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20210000000.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.32,6.5,33830000.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,SAI,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,SBUX,0,0,0,0,88790000000.0,109080000000.0,27.14,47.17,4.55,3.42,N/A,4.09,18.0,12.71,13.72,10.13,N/A,26660000000.0,22.42,-4.9,7490000000.0,5130000000.0,3390000000.0,2.82,-50.5,2630000000.0,2.25,22990000000.0,N/A,0.7,-6.45,2750000000.0,1220000000.0,0.8,71.59,80.76,14860000.0,1170000000.0,1130000000.0,0.23,70.28,18900000.0,1.37,1.62,17900000.0
0,0,SCG,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,SCHL,0,0,0,0,923600000.0,750600000.0,N/A,N/A,N/A,0.57,0.77,0.45,7.77,-0.77,2.23,1.17,-1.04,1670000000.0,47.96,3.7,874000000.0,75600000.0,-13000000.0,-0.38,N/A,263800000.0,7.7,102900000.0,8.58,1.49,34.95,99900000.0,35540000.0,1.0,27.14,33.28,32610000.0,32610000.0,30020000.0,15.88,85.55,4.7,4.7,2.88,0.6
0,0,SCHW,0,0,0,0,47000000000.0,N/A,14.26,17.42,2.18,4.5,2.48,N/A,N/A,33.3,44.21,1.08,14.75,10620000000.0,8.17,-3.9,10470000000.0,N/A,3360000000.0,2.56,-17.5,102800000000.0,79.88,8500000000.0,32.32,0.43,20.43,N/A,N/A,1.27,35.12,42.19,14910000.0,1290000000.0,1150000000.0,10.45,84.39,74410000.0,7.05,6.45,70310000.0
0,0,SD,0,0,0,0,67270000.0,120490000.0,N/A,N/A,N/A,0.25,0.17,0.45,-0.42,-168.38,-12.14,-2.48,-71.88,266839999.99999997,7.53,-29.7,156510000.0,131509999.99999999,-449300000.0,-12.683,N/A,4280000.0,0.12,57500000.0,14.29,0.44,11.32,121320000.0,-72410000.0,3.61,1.3556,2.7374,35780000.0,35780000.0,32500000.0,2.72,76.82,1430000.0,1.64,4.66,1270000.0
