Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Quarterly Revenue Growth,Gross Profit,EBITDA,Net Income Avi to Common,Diluted EPS,Quarterly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short,Short Ratio,Short % of Float,Shares Short (prior month
0,0,CAH,0,0,0,0,14160000000.0,20430000000.0,,8.88,1.72,0.1,14.17,0.14,7.59,-2.81,1.18,2.7,-119.52,149660000000.0,505.6,5.3,6830000000.0,2730000000.0,-4210000000.0,-14.23,-21.4,1660000000.0,5.69,8359999999.999999,834.33,1.03,3.42,2029999999.9999998,1670000000.0,0.98,48.14,51.76,3080000.0,291780000.0,291280000.0,0.16,91.51,4400000.0,1.38,1.72,5410000.0
0,0,PGR,0,0,0,0,43860000000.0,49370000000.0,12.36,13.83,6.28,1.13,3.16,1.27,,9.19,11.94,5.54,26.72,39020000000.0,66.81,0.3,5530000000.0,4970000000.0,3560000000.0,6.06,-35.8,2890000000.0,4.94,5580000000.0,38.27,0.41,23.68,6020000000.0,5390000000.0,0.52,76.95,75.35,4050000.0,585300000.0,583140000.0,0.29,82.12,4590000.0,0.99,0.79,6200000.0
0,0,COG,0,0,0,0,7960000000.0,9020000000.0,17.53,28.82,23.41,4.54,3.67,4.98,8.18,27.42,35.67,8.53,21.04,1720000000.0,4.21,-41.5,1330000000.0,1030000000.0,472220000.0,1.14,-79.5,202840000.0,0.51,1260000000.0,57.91,1.4,5.44,1070000000.0000001,59910000.0,0.27,18.93,17.1,10580000.0,398580000.0,390610000.0,2.05,100.06,12720000.0,1.27,3.69,23680000.0
0,0,ALXN,0,0,0,0,21400000000.0,21670000000.0,9.15,9.12,0.7,4.1,1.82,4.09,7.87,44.83,44.97,9.26,22.13,5300000000.0,23.78,26.7,4600000000.0,2730000000.0,2370000000.0,10.59,-5.2,2360000000.0,10.7,2850000000.0,24.24,4.35,53.13,2200000000.0,1540000000.0,1.41,96.76,102.57,2760000.0,220830000.0,220210000.0,0.3,95.39,4540000.0,1.58,2.13,4760000.0
0,0,MDLZ,0,0,0,0,72660000000.0,90960000000.0,20.04,20.0,3.01,2.84,2.83,3.49,19.4,14.25,15.71,4.0,14.42,26040000000.0,18.07,2.6,10340000000.0,5140000000.0,3710000000.0,2.54,-17.6,2000000000.0,1.4,20240000000.0,78.58,0.53,17.99,3780000000.0,2650000000.0,0.63,50.51,53.3,9490000.0,1430000000.0,1430000000.0,0.14,79.63,11730000.0,1.14,0.83,13870000.0
0,0,SHLD,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,HPQ,0,0,0,0,21370000000.0,22910000000.0,7.4,6.56,1.36,0.38,,0.39,6.53,5.16,7.55,8.63,,58660000000.0,39.38,-0.6,11170000000.0,5210000000.0,3030000000.0,2.02,-15.6,4490000000.0,3.13,6030000000.0,,0.73,-1.14,5080000000.0,3960000000.0,1.05,15.39,19.0,15160000.0,1430000000.0,1430000000.0,0.19,83.23,19440000.0,1.23,1.52,22360000.0
0,0,TEL,0,0,0,0,24180000000.0,27740000000.0,35.42,18.15,2.13,1.89,2.67,2.13,15.75,5.36,16.39,6.92,7.36,13050000000.0,38.96,-6.4,4390000000.0,2840000000.0,705000000.0,2.09,,796000000.0,2.41,4940000000.0,53.84,1.44,27.38,2460000000.0,1370000000.0,1.31,66.96,84.91,2450000.0,329850000.0,327010000.0,65.1,0.0,4540000.0,1.55,1.38,5390000.0
0,0,NTRI,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,BA,0,0,0,0,75300000000.0,98700000000.0,,40.16,5.91,1.07,,1.4,-33.71,-4.84,-6.79,-2.27,,70550000000.0,124.75,-26.2,4760000000.0,-2480000000.0,-3410000000.0,-6.03,,15530000000.0,27.51,38930000000.0,,1.17,-17.13,-9540000000.0,-7770000000.0,1.45,137.63,273.85,29020000.0,564320000.0,532830000.00000006,0.13,66.6,14610000.0,0.32,2.59,9530000.0
0,0,PNC,0,0,0,0,42970000000.0,,9.44,15.38,4.4,2.48,0.87,,,30.29,36.36,1.21,10.35,16559999999.999998,37.59,-12.1,17050000000.0,,4760000000.0,10.75,-28.0,17220000000.0,40.58,74880000000.0,,,106.77,5270000000.0,,1.26,98.12,134.22,3110000.0,424260000.0,421320000.0,0.23,84.49,4960000.0,1.34,1.17,4990000.0
0,0,NOC,0,0,0,0,54040000000.0,66340000000.0,24.35,14.56,1.04,1.6,5.96,1.94,16.2,6.57,8.95,4.63,25.31,34270000000.000004,203.12,5.3,7260000000.0,4080000000.0,2250000000.0,13.29,0.6,3280000000.0,19.66,18170000000.0,200.49,1.29,54.23,4219999999.9999995,1830000000.0,0.81,324.78,345.05,1200000.0,166700000.0,166050000.0,0.49,84.06,1600000.0,1.21,1.2,2210000.0
0,0,ABC,0,0,0,0,18270000000.0,19210000000.0,28.63,11.78,12.14,0.1,6.18,0.11,13.49,0.85,0.99,2.86,47.22,186160000000.0,898.19,9.5,4990000000.0,2270000000.0,1580000000.0,7.59,3438.9,3690000000.0,18.15,4670000000.0,126.07,0.97,17.66,2240000000.0,1070000000.0000001,0.61,86.06,87.39,1960000.0,205890000.0,146830000.0,27.78,67.9,4260000.0,2.05,2.86,4570000.0
0,0,MOS,0,0,0,0,4210000000.0,8900000000.0,,55.87,0.77,0.48,0.5,1.01,-13.58,-15.91,2.07,0.58,-14.71,8800000000.0,23.04,-5.3,897300000.0,1110000000.0,-1400000000.0,-3.67,,1070000000.0000001,2.82,5760000000.0,67.3,1.29,22.13,1460000000.0,341580000.0,1.69,11.07,16.9,6580000.0,379020000.0,343800000.0,9.5,81.23,14030000.0,2.07,4.59,15200000.0
0,0,ALL,0,0,0,0,31680000000.0,39940000000.0,8.49,9.54,2.33,0.76,1.43,0.91,,9.38,12.76,3.01,17.25,43760000000.0,134.9,-8.3,12490000000.0,6230000000.0,3930000000.0,11.92,-57.5,6010000000.0,19.13,6630000000.0,27.44,0.51,70.49,5440000000.0,2610000000.0,0.92,95.45,107.13,2470000.0,314120000.0,312540000.0,0.42,80.77,3500000.0,1.22,1.11,4930000.0
0,0,SRCL,0,0,0,0,4640000000.0,7720000000.0,,17.39,2.88,1.4,1.99,2.33,272.91,-10.08,8.34,2.58,-13.54,3260000000.0,35.81,-5.4,1180000000.0,535400000.0,-329100000.0,-3.61,,36000000.0,0.39,3020000000.0,132.65,1.47,24.9,293900000.0,-154100000.0,1.11,46.78,57.69,91410000.0,91410000.0,91320000.0,0.28,116.78,5630000.0,5.49,6.88,6880000.0
0,0,XEL,0,0,0,0,31480000000.0,51490000000.0,22.71,21.6,3.87,2.7,2.38,4.6,12.55,12.07,18.31,2.59,10.55,11200000000.0,21.46,-10.5,4660000000.0,3810000000.0,1350000000.0,2.59,-6.3,268000000.0,0.51,21200000000.0,159.34,0.51,25.34,3140000000.0,-2310000000.0,0.29,61.54,63.7,4480000.0,525030000.0,523919999.99999994,0.18,81.12,8150000.0,1.55,1.56,10320000.0
0,0,MRK,0,0,0,0,190820000000.0,211390000000.0,19.14,14.27,1.58,4.03,7.28,4.4,16.18,21.1,33.26,,,48080000000.0,18.85,11.5,33680000000.0,19400000000.0,10150000000.0,3.94,10.4,10450000000.0,4.12,27350000000.0,105.19,,10.38,,,0.51,77.91,83.39,13920000.0,2520000000.0,2530000000.0,0.08,78.48,20610000.0,1.4,0.82,18160000.0
0,0,ACE,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,SO,0,0,0,0,57260000000.0,104990000000.0,16.33,17.45,3.47,2.73,2.07,4.99,11.29,16.76,27.04,3.05,11.11,21020000000.0,20.01,-7.3,9630000000.0,9110000000.0,3520000000.0,3.33,-58.3,2160000000.0,2.05,49590000000.0,153.99,0.99,26.26,5930000000.0,-1920000000.0,0.46,54.88,61.46,6650000.0,1060000000.0,1050000000.0,0.14,61.25,12430000.0,1.61,1.18,15830000.0
0,0,WFC,0,0,0,0,104260000000.0,,8.89,17.3,3.2,1.35,0.65,,,19.02,25.02,0.75,7.63,75410000000.0,17.61,-34.0,82460000000.0,,12470000000.0,2.89,-88.9,356290000000.0,86.9,350470000000.0,,,39.67,16050000000.0,,1.19,28.12,43.52,41610000.0,4099999999.9999995,4090000000.0,78.23,0.0,47290000.0,1.0,1.16,53960000.0
0,0,TXT,0,0,0,0,5840000000.0,8430000000.0,8.68,13.14,,0.45,1.06,0.63,6.14,5.16,7.93,4.33,12.74,13300000000.0,57.9,-10.7,2200000000.0,1460000000.0,686000000.0,2.97,-72.1,2260000000.0,9.95,5310000000.0,95.92,2.07,24.34,835000000.0,382750000.0,1.61,26.43,39.65,2200000.0,227470000.0,226370000.0,0.45,84.45,3990000.0,1.53,2.35,5110000.0
0,0,NEM,0,0,0,0,51810000000.0,54800000000.0,13.62,32.57,1.14,4.95,2.38,5.21,8.14,33.66,17.91,3.89,21.28,10520000000.0,13.09,43.2,4380000000.0,4200000000.0,3600000000.0,4.41,844.8,3880000000.0,4.84,6870000000.0,30.17,3.31,27.19,3230000000.0,1710000000.0,0.4,55.53,45.7,9990000.0,802590000.0,799810000.0,0.38,85.93,14550000.0,1.36,2.42,16870000.0
0,0,LSI,0,0,0,0,4350000000.0,6410000000.0,16.59,,,7.4,2.03,11.15,14.44,44.2,40.02,3.56,12.36,589730000.0,12.65,7.0,383780000.0,343030000.0,260680000.0,5.59,5.7,20720000.0,0.44,2080000000.0,95.78,0.56,46.01,,,,89.42,104.08,46900000.0,46900000.0,44240000.0,1.27,93.53,1.55,1.55,2.56,1020000.0
0,0,CLX,0,0,0,0,25440000000.0,28210000000.0,29.66,28.65,5.07,4.05,36.6,4.43,20.73,13.67,18.38,13.28,117.89,6370000000.0,50.56,15.0,2730000000.0,1340000000.0,870000000.0,6.82,28.9,496000000.0,3.94,3280000000.0,472.23,0.98,5.52,1200000000.0,776370000.0,0.22,185.84,164.44,2610000.0,125930000.0,125570000.0,0.13,81.76,10360000.0,3.1,9.39,9240000.0
0,0,NUE,0,0,0,0,12320000000.0,15250000000.0,15.86,24.51,7.24,0.56,1.21,0.69,7.09,3.57,7.66,5.89,8.48,22120000000.0,72.72,-7.7,2700000000.0,2480000000.0,782630000.0,2.57,-95.9,1390000000.0,4.62,4330000000.0,40.83,3.54,33.77,2360000000.0,481250000.0,1.47,37.2,47.28,3180000.0,301140000.0,299500000.0,0.65,81.57,4660000.0,1.19,1.77,5800000.0
0,0,LOW,0,0,0,0,84490000000.0,107370000000.0,20.39,19.23,1.44,1.21,42.85,1.49,13.89,5.93,9.12,11.12,152.46,72150000000.0,92.86,2.4,23100000000.0,7970000000.0,4269999999.9999995,5.49,,876000000.0,1.16,23750000000.0,1204.36,1.01,2.59,4300000000.0,2200000000.0,1.36,93.96,109.37,6840000.0,754950000.0,753240000.0,0.17,78.3,8930000.0,1.03,1.18,11590000.0
0,0,MOLX,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,JWN,0,0,0,0,2700000000.0,6650000000.0,5.44,8.77,2.5,0.17,2.76,0.43,4.03,3.2,5.26,5.79,53.56,15520000000.0,100.03,1.2,5590000000.0,1480000000.0,496000000.0,3.18,-22.6,853000000.0,5.46,4790000000.0,489.79,0.92,6.29,1240000000.0,361000000.0,1.42,17.58,31.93,5500000.0,156350000.0,104860000.0,32.72,73.73,33680000.0,4.84,27.13,35740000.0
0,0,AXP,0,0,0,0,72040000000.0,,13.56,14.6,1.07,2.37,3.43,,,14.63,18.55,2.91,25.8,38120000000.0,46.51,-19.5,27320000000.0,,5450000000.0,6.63,-76.3,37410000000.0,46.47,56240000000.0,267.72,1.8,26.09,2870000000.0,,1.11,85.4,111.9,7590000.0,804970000.0,651280000.0,0.1,87.09,11190000.0,1.19,1.71,11840000.0
0,0,DTE,0,0,0,0,19010000000.0,37160000000.0,16.79,15.11,3.31,1.52,1.61,3.05,11.48,9.1,13.92,2.66,9.61,12180000000.0,64.94,-14.0,3420000000.0,2700000000.0,1110000000.0,5.89,-15.2,552000000.0,2.87,18700000000.0,155.99,0.89,61.38,2960000000.0,-1150000000.0,0.62,98.9,118.0,1780000.0,192610000.0,191290000.0,0.6,75.6,4730000.0,2.34,3.2,4340000.0
0,0,GS,0,0,0,0,63750000000.0,,10.06,12.77,2.78,2.08,0.79,,,21.4,30.54,0.74,8.02,34700000000.0,94.78,-9.1,31060000000.0,,6810000000.0,18.47,-46.1,675840000000.0,1884.72,473880000000.0,506.82,1.71,226.4,15210000000.0,,1.45,169.91,208.23,4480000.0,343890000.0,340820000.0,0.6,76.2,5430000.0,0.95,1.59,6760000.0
0,0,KIM,0,0,0,0,4350000000.0,9630000000.0,12.56,18.12,2.54,3.66,0.89,8.31,12.55,33.33,38.96,2.51,7.51,1150000000.0,2.73,-1.8,821930000.0,698130000.0,319500000.0,0.75,-22.4,451800000.0,1.05,5800000000.0,118.6,5.31,11.19,,,,9.71,17.06,7040000.0,432510000.0,410940000.0,2.75,93.66,14320000.0,1.67,4.2,15230000.0
0,0,LLTC,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,NOV,0,0,0,0,4790000000.0,6440000000.0,,24.51,,0.56,0.87,0.76,-0.8,-95.76,-5.57,-1.91,-83.19,8420000000.0,22.0,-2.9,845000000.0,-8000000.0,-8060000000.000001,-21.07,,1120000000.0,2.87,2760000000.0,49.75,2.73,14.13,791000000.0,914250000.0,1.82,11.36,18.93,5160000.0,388220000.0,386500000.0,0.42,98.47,21310000.0,3.82,5.51,18900000.0
0,0,MCP,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,PBCT,0,0,0,0,4890000000.0,,9.09,10.21,,2.45,0.65,,,28.56,43.15,0.99,7.47,1880000000.0,4.61,15.6,1810000000.0,,521900000.0,1.27,13.8,507600000.0,1.2,6920000000.0,,,17.67,,,1.28,11.42,14.82,5240000.0,423510000.0,420080000.0,0.65,81.01,17930000.0,3.02,5.6,18840000.0
0,0,TRV,0,0,0,0,24610000000.0,30630000000.0,10.51,10.52,0.89,0.8,0.98,0.96,,7.63,10.15,1.86,9.79,31820000000.0,123.39,3.1,7850000000.0,3990000000.0,2410000000.0,9.25,-24.6,4580000000.0,18.1,6930000000.0,27.48,0.39,99.7,5190000000.0,9560000000.0,0.89,99.54,123.23,2440000.0,252840000.0,251970000.0,0.29,84.5,4370000.0,1.37,1.73,4050000.0
0,0,AIG,0,0,0,0,23810000000.0,56970000000.0,5.62,7.08,,0.47,0.4,1.1,,8.58,16.91,1.07,7.81,51760000000.0,59.06,16.0,15380000000.0,14340000000.0,4370000000.0,4.96,167.4,22190000000.0,25.76,36710000000.0,59.36,0.71,69.3,34000000.0,624500000.0,1.39,23.94,42.68,9770000.0,861290000.0,860190000.0,0.1,95.68,13390000.0,1.2,1.56,16100000.000000002
0,0,CMCSA,0,0,0,0,166750000000.0,261810000000.0,14.5,15.58,1.31,1.55,2.05,2.41,8.0,10.72,19.13,5.01,14.78,108690000000.0,23.86,-0.9,74500000000.0,33689999999.999996,11650000000.0,2.52,-39.6,8520000000.0,1.87,108740000000.0,129.39,0.87,17.86,24290000000.0,13760000000.0,0.96,36.19,41.88,28950000.0,4550000000.0,4520000000.0,0.69,85.05,83270000.0,2.54,1.84,89840000.0
0,0,PEG,0,0,0,0,24180000000.0,40410000000.0,16.9,14.24,3.25,2.45,1.59,4.09,11.17,14.59,26.1,3.42,9.59,9880000000.0,19.6,-6.7,3610000000.0,4010000000.0,1440000000.0,2.83,-36.0,799000000.0,1.58,17040000000.0,111.76,0.72,30.26,3310000000.0,-425880000.0,0.61,48.1,55.43,3830000.0,505620000.0,505010000.0,0.06,72.25,6340000.0,1.36,1.26,6180000.0
0,0,ORCL,0,0,0,0,165880000000.0,191700000000.0,16.75,12.55,1.52,4.47,11.65,4.82,11.16,27.06,35.72,8.61,55.01,39770000000.0,12.1,1.9,31510000000.0,16370000000.000002,10760000000.0,3.18,-6.3,25860000000.0,8.2,53570000000.0,359.96,2.12,4.5,13950000000.0,10050000000.0,0.88,51.32,52.98,15180000.0,3150000000.0,2009999999.9999998,36.36,52.78,28420000.0,1.5,1.33,29490000.0
0,0,VMC,0,0,0,0,13530000000.0,16600000000.000002,22.02,22.68,1.16,2.74,2.42,3.33,13.13,12.34,17.79,5.29,11.45,4980000000.0,37.62,5.3,1260000000.0,1240000000.0,618570000.0,4.61,-4.8,120040000.0,0.91,3220000000.0,57.55,2.68,42.21,950430000.0,372950000.0,0.84,104.72,128.84,1660000.0,132430000.0,132070000.0,0.19,94.65,2110000.0,1.01,1.8,1830000.0
0,0,NVDA,0,0,0,0,187540000000.0,179280000000.0,67.45,41.32,3.91,17.26,15.37,16.42,52.68,25.61,26.07,11.62,25.95,10920000000.0,17.93,40.8,6770000000.0,3230000000.0,2800000000.0,4.52,68.0,10900000000.0,17.81,2640000000.0,21.66,7.67,19.92,4760000000.0,3190000000.0,1.33,272.92,244.8,15800000.0,615130000.0,586220000.0,4.15,69.23,11990000.0,0.69,2.03,10420000.0
0,0,WYN,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,ARG,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,ACI,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,HAS,0,0,0,0,9370000000.0,13360000000.0,20.53,14.77,2.17,1.76,3.42,2.62,19.11,8.33,12.58,5.21,19.16,5090000000.0,39.0,50.9,2410000000.0,843120000.0,424090000.0,3.23,,1180000000.0,8.59,5430000000.0,194.44,1.91,19.92,680190000.0,596680000.0,0.94,70.14,88.31,1910000.0,137010000.0,127430000.0,7.54,88.62,3070000.0,1.46,3.24,3670000.0
0,0,FL,0,0,0,0,2430000000.0,4840000000.0,5.19,4.74,,0.32,0.98,0.61,5.63,6.13,8.91,8.56,19.72,8010000000.0,73.64,-2.2,3560000000.0,892000000.0,491000000.0,4.5,-15.2,907000000.0,8.7,3320000000.0,134.17,2.0,23.74,696000000.0,509380000.0,1.29,22.65,34.67,3400000.0,104190000.0,103270000.0,22.19,0.0,9200000.0,2.81,9.94,10450000.0
0,0,WDC,0,0,0,0,12510000000.0,19200000000.0,,6.77,0.95,0.77,1.35,1.19,14.52,-3.7,-1.63,-0.63,-6.12,16079999999.999998,54.11,13.6,3750000000.0,1340000000.0,-595000000.0,-2.01,,2940000000.0,9.84,9630000000.0,104.18,1.91,30.91,821000000.0,744750000.0,1.68,41.48,53.8,6510000.0,298930000.0,297760000.0,0.36,86.43,8720000.0,1.2,3.27,7860000.0
0,0,PVTB,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,BMC,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,GRMN,0,0,0,0,14910000000.0,13520000000.0,15.33,19.38,3.26,3.88,3.02,3.51,12.49,25.3,25.26,10.72,21.05,3850000000.0,20.23,11.8,2230000000.0,1080000000.0,973490000.0,5.09,15.0,1440000000.0,7.54,52830000.0,1.07,3.75,25.83,759840000.0,531890000.0,0.98,76.96,89.97,1210000.0,191020000.0,139830000.0,26.76,49.44,2910000.0,2.2,1.95,3170000.0
0,0,CNX,0,0,0,0,1960000000.0,4750000000.0,5.47,,,1.41,0.49,3.5,13.37,-23.52,19.04,1.89,-4.34,1370000000.0,7.29,-36.5,1030000000.0,1280000000.0,-322480000.0,-1.72,,32030000.0,0.17,2830000000.0,61.02,1.17,20.51,939290000.0,-230130000.0,1.61,9.05,7.79,6630000.0,187060000.0,184960000.0,84.95,0.0,18520000.0,2.92,16.73,28910000.0
0,0,IP,0,0,0,0,12810000000.0,28400000000.0,19.64,12.21,,0.58,1.87,1.29,8.96,2.99,10.26,4.2,9.11,22080000000.0,56.15,-5.2,7110000000.0,3580000000.0,660000000.0,1.66,,1240000000.0,3.15,10650000000.0,155.23,0.77,17.46,3530000000.0,6150000000.0,1.37,31.71,40.08,3920000.0,393040000.0,391710000.0,0.24,85.03,10230000.0,2.24,3.19,11590000.0
